sample-id	field_sample_id	soil_pit_id	sample_date	julian_day	soil_depth	season_fine	season_coarse	lab_id	illumina_plate_number	illumina_plate_well	frozen_state	snow_cover	temperature	volumetric_moisture	gravimetric_moisture	ph	total_n	total_c	no3	nh4	po4	doc	tdn	mbc	mbn	mbp	mbc_n	mbc_p	mbn_p
Sample4ARem	4A	Rem	16-08-2012	229	30	Autumn	Autumn	Rem-30A	1	D11	1	0	2.42	29.8	20.559	5.5	0.098	1.854	0.402	0.547	4.671	32.942	8.777	35.776	0	0	16.726	0	0
Sample3BRem	3B	Rem	16-08-2012	229	20	Autumn	Autumn	Rem-20B	1	D12	1	0	3.38	31.2	21.301	5.215	0.096	1.842	0.637	0.324	1.346	36.774	5.403	31.716	2.147	1.625	14.774	19.519	1.321
SampleFvRem	Fv	Rem	16-08-2012	229	60	Autumn	Autumn	Rem-60B	1	G11	0	0	0	0	22.917	6.037	0.093	0.931	0.142	1.143	21.776	14.516	5.647	1.914	0	0	22.613	0	0
SampleFiiiRem	Fiii	Rem	16-08-2012	229	60	Autumn	Autumn	Rem-60A	1	E11	0	0	0	0	23.441	6.037	0.026	0.199	0.042	0.934	25.903	14.442	2.342	3.638	0.2	0	18.233	0	0
Sample3ARem	3A	Rem	16-08-2012	229	20	Autumn	Autumn	Rem-20A	1	H11	1	0	3.38	31.2	38.359	4.46	0.337	9.049	0.637	1.458	0.97	89.363	21.407	157.278	6.421	2.001	24.496	78.618	3.209
Sample2ARem	2A	Rem	16-08-2012	229	10	Autumn	Autumn	Rem-10A	1	F12	1	0	6.92	24.2	72.444	3.84	1.903	42.3	0.133	1.588	0.029	406.424	42.576	1457.606	107.03	2.538	13.619	574.272	42.168
Sample1ARem	1A	Rem	16-08-2012	229	5	Autumn	Autumn	Rem-5A	1	F11	1	0	8.66	15.6	73.129	3.36	1.283	46.785	0.309	2.991	1.472	776.663	51.151	5633.087	474.436	11.005	11.873	511.849	43.109
Sample2BRem	2B	Rem	16-08-2012	229	10	Autumn	Autumn	Rem-10B	1	E12	1	0	6.92	24.2	73.658	3.84	2.321	42.693	0.419	4.828	0.33	731.821	75.131	2123.731	234.837	2.237	9.043	949.487	104.992
Sample1BRem	1B	Rem	16-08-2012	229	5	Autumn	Autumn	Rem-5B	1	B12	1	0	8.66	15.6	76.517	3.4	1.457	43.792	0.3	2.716	1.472	758.231	46.779	4065.695	315.259	13.208	12.896	307.82	23.869
Sample6BSea	6B	Sea	18-08-2012	231	50	Autumn	Autumn	Sea-50B	2	F2	1	0	1.96	33.4	15.653	6.21	0.023	0.13	0.138	0.112	12.832	12.262	1.306	4.676	0.251	0.57	18.63	8.204	0.44
Sample3CSea	3C	Sea	18-08-2012	231	20	Autumn	Autumn	Sea-20B	2	A2	1	0	4.2	34.8	18.896	6.02	0.057	0.827	0.156	0.134	5.729	25.569	3.275	20.074	1.577	0.502	12.728	39.994	3.142
Sample5BSea	5B	Sea	18-08-2012	231	40	Autumn	Autumn	Sea-40B	2	E1	1	0	2.6	33.6	19.231	5.807	0.028	0.352	0.24	0.031	23.457	18.625	1.781	10.769	0.635	0	16.966	0	0
Sample5ASea	5A	Sea	18-08-2012	231	40	Autumn	Autumn	Sea-40A	2	B1	1	0	2.6	33.6	19.299	6.08	0.022	0.118	0.465	0.13	12.806	17.12	1.794	5.811	0.424	0	13.713	0	0
Sample4BSea	4B	Sea	18-08-2012	231	30	Autumn	Autumn	Sea-30B	2	C2	1	0	3.38	25	19.566	6.107	0.043	0.662	0.265	0.064	20.858	27.238	2.492	18.092	1.117	0	16.197	0	0
Sample4ASea	4A	Sea	18-08-2012	231	30	Autumn	Autumn	Sea-30A	2	E2	1	0	3.38	25	19.633	5.905	0.048	0.665	0.438	0.115	3.695	30.755	2.905	11.064	0.594	0	18.635	0	0
Sample6ASea	6A	Sea	18-08-2012	231	50	Autumn	Autumn	Sea-50A	2	D1	1	0	1.96	33.4	20.545	5.915	0.022	0.164	0.195	0.085	16.273	11.621	1.31	6.252	0.525	1.492	11.904	4.191	0.352
Sample3BSea	3B	Sea	18-08-2012	231	20	Autumn	Autumn	Sea-20A	2	C1	1	0	4.2	34.8	22.568	5.395	0.097	2.072	0.841	0.319	2.025	43.425	5.901	40.797	3.784	0.699	10.781	58.346	5.412
SampleFviiSea	Fvii	Sea	18-08-2012	231	60	Autumn	Autumn	Sea-60B	2	D2	0	0	0	0	24.113	6.09	0.026	0.209	0.153	0.833	19.646	13.399	1.786	14.007	0.748	0	18.736	0	0
SampleFivSea	Fiv	Sea	18-08-2012	231	60	Autumn	Autumn	Sea-60A	2	G1	0	0	0	0	28.38	6.26	0.017	0.111	0.146	0.739	20.882	9.769	1.606	5.962	0.261	0	22.872	0	0
Sample2CSea	2C	Sea	18-08-2012	231	10	Autumn	Autumn	Sea-10B	2	F1	1	0	6.7	26.6	69.156	3.86	1.648	35.337	0.277	1.458	0	362.885	38.015	1428.619	126.15	0.729	11.325	1958.922	172.977
Sample1ASea	1A	Sea	18-08-2012	231	5	Autumn	Autumn	Sea-5A	2	B2	1	0	8.1	17.2	72.277	3.34	1.5	43.385	1.026	2.273	0.944	683.136	43.442	3257.575	233.183	4.238	13.97	768.635	55.02
Sample1CSea	1C	Sea	18-08-2012	231	5	Autumn	Autumn	Sea-5C	2	H1	1	0	8.1	17.2	74.052	3.365	1.507	44.431	0.652	2.668	1.617	688.369	49.303	3778.092	339.432	13.208	11.317	397.915	33.03
Sample2ASea	2A	Sea	18-08-2012	231	10	Autumn	Autumn	Sea-10A	2	G2	1	0	6.7	26.6	74.256	3.92	1.684	36.291	0.575	1.354	0	409.872	38.752	1543.455	132.271	0.043	11.669	35862.771	3073.369
Sample1BSea	1B	Sea	18-08-2012	231	5	Autumn	Autumn	Sea-5B	2	H2	1	0	8.1	17.2	75.474	3.36	1.388	43.551	0.671	1.773	0.918	571.087	41.568	3492.591	293.985	6.759	11.88	516.715	43.494
Sample6BTea	6B	Tea	21-08-2012	234	50	Autumn	Autumn	Tea-50B	1	A10	1	0	1.3	34.2	18.598	6.003	0.06	0.351	0.269	0.123	20.717	16.798	1.857	5.322	0.331	1.411	13.621	3.772	0.252
Sample5BTea	5B	Tea	21-08-2012	234	40	Autumn	Autumn	Tea-40B	1	G9	1	0	2.14	23.2	19.33	6.13	0.052	0.405	0.354	0.228	16.609	20.349	3.676	4.554	0.334	0.672	15.843	6.781	0.003
Sample6ATea	6A	Tea	21-08-2012	234	50	Autumn	Autumn	Tea-50A	1	H10	1	0	1.3	34.2	19.337	6.003	0.091	0.433	0.127	0.056	27.935	22.095	1.788	4.03	0.387	1.133	10.409	3.557	0.342
Sample4ATea	4A	Tea	21-08-2012	234	30	Autumn	Autumn	Tea-30A	1	B10	1	0	2.64	25.4	20.041	5.93	0.081	1.153	0.296	0.22	8.884	29.815	4.332	22.835	0.837	0.856	16.726	26.673	0.227
Sample5ATea	5A	Tea	21-08-2012	234	40	Autumn	Autumn	Tea-40A	1	H9	1	0	2.14	23.2	20.204	6.13	0.097	0.902	0.097	0.081	22.76	25.595	2.107	1.1	0.043	3.358	25.682	0.327	0.013
Sample4BTea	4B	Tea	21-08-2012	234	30	Autumn	Autumn	Tea-30B	1	E10	1	0	2.64	25.4	20.755	5.93	0.116	1.452	0.182	0.158	10.835	20.825	3.206	45.481	1.656	2.761	27.462	16.474	0.6
Sample3ATea	3A	Tea	21-08-2012	234	20	Autumn	Autumn	Tea-20A	1	C10	1	0	4.12	26	24.144	4.96	0.164	3.251	0.192	0.333	1.965	41.109	5.564	53.096	3.809	0.755	13.938	70.358	5.048
Sample3BTea	3B	Tea	21-08-2012	234	20	Autumn	Autumn	Tea-20B	1	B11	1	0	4.12	26	25.054	4.96	0.15	3.408	0.493	0.514	2.407	47.248	8.31	60.592	3.548	1.116	15.343	54.282	3.626
SampleFvTea	Fv	Tea	21-08-2012	234	60	Autumn	Autumn	Tea-60B	1	C11	0	0	0	0	25.071	6.207	0.086	0.178	0.034	0.878	43.744	12.826	2.601	6.533	0.288	0	22.613	0	0
SampleFivTea	Fiv	Tea	21-08-2012	234	60	Autumn	Autumn	Tea-60A	1	D10	0	0	0	0	26.506	6.207	0.041	0.363	0.034	0.743	32.37	12.003	1.624	7.146	0.233	0	30.61	0	0
Sample2ATea	2A	Tea	21-08-2012	234	10	Autumn	Autumn	Tea-10A	1	A11	1	0	6.56	30.6	70.089	3.88	2.264	41.119	0.336	1.859	0.408	444.101	42.9	1359.935	120.344	4.624	11.3	294.085	26.024
Sample2BTea	2B	Tea	21-08-2012	234	10	Autumn	Autumn	Tea-10B	1	G10	1	0	6.56	30.6	70.089	3.88	2.264	41.119	0.336	1.859	0.408	444.101	42.9	1359.935	120.344	4.624	11.3	294.085	26.024
Sample1ATea	1A	Tea	21-08-2012	234	5	Autumn	Autumn	Tea-5A	1	F9	1	0	8.98	21.4	73.458	3.38	1.708	44.536	0.634	3.127	2.449	670.547	56.44	3109.801	359.866	22.019	8.642	141.234	16.344
Sample1BTea	1B	Tea	21-08-2012	234	5	Autumn	Autumn	Tea-5B	1	F10	1	0	8.98	21.4	73.458	3.38	1.708	44.536	0.634	3.127	2.449	670.547	56.44	3109.801	359.866	22.019	8.642	141.234	16.344
