SampleName	PD	Chao1	ObservedOTUs	iteration	Depth
Sample3b10WPM	46.96398	819.95	527	6	10
Sample3b5SS2	54.94548	1069.32142857	637	6	5
Sample3b5WPM	50.83147	894.074074074	540	6	5
Sample3BEas	66.40855	1038.36363636	618	6	20
Sample3BOne	65.81333	992.306930693	622	6	20
Sample3BRem	69.36225	1131.61702128	664	6	20
Sample3BSea	61.70889	1070.51	625	6	20
Sample3BTea	71.1535	1017.25	666	6	20
Sample3BWes	63.14225	1080.66666667	631	6	20
Sample3BXXX	58.13035	946.345679012	559	6	20
Sample3CSea	61.49145	852.28125	546	6	20
Sample3CXXX	65.78154	1156.8021978	644	6	20
Sample3CYes	74.76544	1322.48113208	743	6	20
Sample3CZeb	69.20168	1025.6	635	6	20
Sample4a10WPM	50.2029	809.411764706	526	6	10
Sample4a5WPM	49.88151	1055.95774648	567	6	5
Sample4AEas	78.08102	1260.93269231	723	6	30
Sample4ARem	69.23038	1084.86363636	641	6	30
Sample4ASea	64.51739	968.6375	551	6	30
Sample4ATea	68.01155	1020.21	624	6	30
Sample4AWes	73.67096	1275.01176471	667	6	30
Sample4AYes	75.13064	1090.17391304	671	6	30
Sample4AZeb	69.38168	1123.57303371	623	6	30
Sample4BEas	73.76299	1300.67010309	717	6	30
Sample4BRem	65.02329	978.734042553	615	6	30
Sample4BSea	54.61896	780.243243243	478	6	30
Sample4BTea	68.6404	906.078947368	613	6	30
Sample4BXXX	65.9043	961.329113924	561	6	30
Sample4BYes	68.86386	1052.57943925	639	6	30
Sample4CEas	69.31944	1071.10377358	662	6	30
Sample4CWes	58.49434	877.5	525	6	30
Sample4CXXX	67.4512	1104	619	6	30
Sample4CZeb	63.85463	975.762886598	593	6	30
Sample4DEas	68.56453	1055.40952381	648	6	30
Sample4DOne	64.99957	1026.3253012	579	6	30
Sample4EOne	61.07541	867.146788991	577	6	30
Sample5a10WPM	56.1841	855.782608696	562	6	10
Sample5a5WPM	50.18929	883.666666667	565	6	5
Sample5ARem	66.89033	982.9	603	6	40
Sample5ASea	65.29722	897.46875	581	6	40
Sample5ATea	64.54675	874.961538462	549	6	40
Sample5AXXX	64.91976	817.84375	560	6	40
Sample5AZeb	67.64734	1008.65822785	589	6	40
Sample5b5WPM	60.65431	1344.16666667	665	6	5
Sample5BRem	66.47495	1212.21126761	622	6	40
Sample5BSea	70.96051	1070.5	649	6	40
Sample5BTea	62.30451	845.048192771	536	6	40
Sample5BXXX	63.7086	915.045977011	563	6	40
Sample5BYes	64.98357	985.329787234	599	6	40
Sample5CYes	74.02017	1067.45631068	669	6	40
Sample5CZeb	68.10774	980.845360825	612	6	40
Sample6ARem	64.43022	852.345679012	544	6	50
Sample6ASea	57.38673	820.042253521	493	6	50
Sample6ATea	69.09073	891.345794393	612	6	50
Sample6BRem	68.26292	882.555555556	617	6	50
Sample6BSea	67.89563	894.333333333	565	6	50
Sample6BTea	66.94024	862.010989011	590	6	50
SampleFiEas	68.97206	1034.79245283	653	6	40
SampleFiiEas	72.1629	1213.35714286	686	6	40
SampleFiiiRem	55.56697	630.056603774	399	6	60
SampleFiiiYes	62.78833	838.258064516	560	6	50
SampleFiiOne	67.81904	994.75	618	6	40
SampleFiiWes	77.11935	1420.30555556	771	6	40
SampleFiOne	66.72771	1021.875	615	6	40
SampleFivSea	62.31921	751.647058824	459	6	60
SampleFivTea	46.77744	537.25	361	6	60
SampleFiWes	66.94367	918.563218391	575	6	40
SampleFiXXX	64.8478	1113.39759036	612	6	50
SampleFiYes	65.39025	833.533333333	546	6	50
SampleFiZeb	73.02494	926	586	6	50
SampleFviiiXXX	63.69507	898.014705882	534	6	50
SampleFviiSea	59.00322	637.283783784	422	6	60
SampleFviZeb	65.96009	846.29787234	571	6	50
SampleFvRem	58.0082	615.984375	402	6	60
SampleFvTea	51.84189	573.5	359	6	60
Samplep1bEJP	63.7355	994.083333333	635	6	20
Samplep2aEJP	63.34328	1077.37931034	638	6	20
Samplep3cEJP	57.888	918	598	6	20
Sample1a10EJP	55.1212	939.957446809	590	7	10
Sample1a10LJP	60.70154	1205.53333333	663	7	10
Sample1a10SS2	55.297	850.554455446	576	7	10
Sample1a20LJP	59.54907	961.534883721	582	7	20
Sample1a30LJP	70.08384	1095.22222222	613	7	30
Sample1a5EJP	57.61855	1038.02631579	595	7	5
Sample1a5LJP	59.33221	985	608	7	5
Sample1a5SS1	51.47454	945.625	572	7	5
Sample1a5SS2	49.92344	836.986486486	529	7	5
Sample1AOne	61.93824	1282.75	693	7	5
Sample1ARem	50.52036	961.5	572	7	5
Sample1ASea	54.37334	1318.43661972	613	7	5
Sample1ATea	54.21028	1125.01219512	628	7	5
Sample1AWes	51.09788	1062.45205479	576	7	5
Sample1AXXX	51.20089	874.172043011	576	7	5
Sample1AYes	51.94104	863.97826087	560	7	5
Sample1b10EJP	57.48488	972.610526316	596	7	10
Sample1b10SS1	49.08198	869.540540541	529	7	10
Sample1b10SS2	55.74988	967.568181818	582	7	10
Sample1b20LJP	61.15252	891.75	533	7	20
Sample1b5EJP	54.58689	1105.06756757	581	7	5
Sample1b5LJP	52.50604	895.566666667	558	7	5
Sample1b5SS1	54.91051	1072.81707317	643	7	5
Sample1b5SS2	55.03614	995.833333333	595	7	5
Sample1BEas	54.05265	973.569620253	589	7	5
Sample1BRem	53.35537	1009.34567901	584	7	5
Sample1BSea	60.97298	1072.06122449	662	7	5
Sample1BTea	51.01551	954.571428571	587	7	5
Sample1BXXX	50.11375	900.6	510	7	5
Sample1BYes	60.7188	1196.6	683	7	5
Sample1BZeb	52.43273	929.666666667	587	7	5
Sample1CSea	56.45092	1026.11494253	621	7	5
Sample1CZeb	53.15253	982.444444444	592	7	5
Sample1EOne	49.09976	1082.04761905	568	7	5
Sample2a10EJP	55.56839	1069.5	636	7	10
Sample2a10LJP	56.34925	969.734042553	606	7	10
Sample2a10SS1	61.83831	1060.81132075	660	7	10
Sample2a10SS2	58.2218	931.899082569	623	7	10
Sample2a10WPM	49.17921	1008.08695652	557	7	10
Sample2a20LJP	66.1454	1134	670	7	20
Sample2a30LJP	60.74106	899.076923077	519	7	30
Sample2a5EJP	48.40576	912.373134328	502	7	5
Sample2a5LJP	56.20854	1047.36111111	670	7	5
Sample2a5SS1	56.05239	1259.81481481	657	7	5
Sample2a5SS2	52.17386	960.011764706	582	7	5
Sample2a5WPM	46.89036	916.630769231	522	7	5
Sample2ARem	54.11954	920.12987013	560	7	10
Sample2ASea	59.99585	1066.06451613	637	7	10
Sample2ATea	54.38621	1135.075	604	7	10
Sample2AWes1	55.85468	1056.63888889	589	7	10
Sample2AWes2	60.23363	1055.10526316	641	7	10
Sample2AXXX	53.3392	904.5375	552	7	10
Sample2AYes	61.53873	1050.86734694	635	7	10
Sample2b10EJP	52.35947	879.81	576	7	10
Sample2b10LJP	61.10378	1160.01111111	665	7	10
Sample2b10SS1	58.87187	1252.12941176	674	7	10
Sample2b10SS2	54.415	995.096385542	580	7	10
Sample2b20LJP	68.37324	1165.31632653	651	7	20
Sample2b5LJP	55.43061	1150.30337079	643	7	5
Sample2b5SS1	49.6188	940.443181818	598	7	5
Sample2b5SS2	52.67413	953.289473684	560	7	5
Sample2b5WPM	50.46128	900.243243243	535	7	5
Sample2BEas	57.45479	1007.1547619	597	7	10
Sample2BOne	52.68786	1087.95652174	581	7	10
Sample2BRem	53.421	864.697368421	562	7	10
Sample2BTea	60.36994	1124.20512821	609	7	10
Sample2BXXX	55.94997	910.239130435	588	7	10
Sample2BZeb	61.00054	1045.65957447	639	7	10
Sample2c5EJP	57.22403	1000.66666667	612	7	5
Sample2CEas	56.35424	1042.37894737	640	7	10
Sample2CSea	64.5955	1110.125	698	7	10
Sample2CWes1	48.73747	764.78021978	535	7	10
Sample2CWes2	47.44124	778.652173913	496	7	10
Sample2CYes	62.49899	1145.93814433	668	7	10
Sample2CZeb	60.41366	988.224489796	642	7	10
Sample2EOne	52.79082	927.692307692	540	7	10
Sample3a10SS1	64.0009	1205.14018692	707	7	10
Sample3a10WPM	47.85403	857.12987013	524	7	10
Sample3a5SS1	52.80968	914.538461538	556	7	5
Sample3a5WPM	49.63612	918.619047619	554	7	5
Sample3AOne	68.01546	1127.86	652	7	20
Sample3ARem	61.38929	931.534090909	575	7	20
Sample3ATea	65.88124	1126.37349398	618	7	20
Sample3AWes	71.18605	1291.57692308	721	7	20
Sample3AYes	70.17767	1182.34375	654	7	20
Sample3AZeb	57.22767	781.573033708	535	7	20
Sample3b10WPM	51.55241	868.011111111	552	7	10
Sample3b5SS2	54.36682	1027.83870968	646	7	5
Sample3b5WPM	54.18239	939.5	554	7	5
Sample3BEas	66.66901	978.666666667	617	7	20
Sample3BOne	68.46247	1166.8988764	646	7	20
Sample3BRem	69.77734	1034.49056604	666	7	20
Sample3BSea	65.6548	1058.2952381	634	7	20
Sample3BTea	68.3213	1225.3255814	672	7	20
Sample3BWes	64.09684	944.628571429	614	7	20
Sample3BXXX	61.32198	921.896551724	567	7	20
Sample3CSea	58.89541	816.227722772	544	7	20
Sample3CXXX	64.79057	1059.78	632	7	20
Sample3CYes	77.19364	1326.17924528	750	7	20
Sample3CZeb	67.11752	953.675	642	7	20
Sample4a10WPM	48.45172	831.518987342	521	7	10
Sample4a5WPM	50.95813	906.75	548	7	5
Sample4AEas	75.8322	1234.21782178	700	7	30
Sample4ARem	66.79679	1156.7	665	7	30
Sample4ASea	59.64588	929.151898734	532	7	30
Sample4ATea	66.64181	973.9	594	7	30
Sample4AWes	74.71377	1182.44680851	663	7	30
Sample4AYes	73.04624	1065.12598425	688	7	30
Sample4AZeb	64.84374	1035.15463918	615	7	30
Sample4BEas	73.01391	1143.37903226	724	7	30
Sample4BRem	66.76515	1009.55555556	629	7	30
Sample4BSea	58.09068	808	481	7	30
Sample4BTea	66.63712	1047.56521739	623	7	30
Sample4BXXX	64.44786	874.957894737	568	7	30
Sample4BYes	70.01596	1044.22727273	650	7	30
Sample4CEas	71.29644	1099.375	671	7	30
Sample4CWes	60.69398	894.272727273	528	7	30
Sample4CXXX	62.02995	956.534883721	577	7	30
Sample4CZeb	60.82537	942.876404494	579	7	30
Sample4DEas	69.355	1093.53	651	7	30
Sample4DOne	59.51936	1097.8	577	7	30
Sample4EOne	60.0169	994.684931507	558	7	30
Sample5a10WPM	56.1841	855.782608696	562	7	10
Sample5a5WPM	51.2403	978.814814815	579	7	5
Sample5ARem	68.12973	936.087912088	583	7	40
Sample5ASea	63.88505	920.719101124	571	7	40
Sample5ATea	62.4504	809.43877551	550	7	40
Sample5AXXX	62.94483	911.038961039	557	7	40
Sample5AZeb	70.6117	1074.90804598	613	7	40
Sample5b5WPM	58.22309	1117.60204082	663	7	5
Sample5BRem	68.65553	1026.5	620	7	40
Sample5BSea	73.24885	1129.15151515	667	7	40
Sample5BTea	61.06072	778.744186047	526	7	40
Sample5BXXX	60.76945	910	547	7	40
Sample5BYes	62.12885	995.833333333	567	7	40
Sample5CYes	76.00223	1151.00990099	692	7	40
Sample5CZeb	70.48685	969.894736842	637	7	40
Sample6ARem	68.21053	935.928571429	595	7	50
Sample6ASea	57.56705	719.623376623	479	7	50
Sample6ATea	71.61087	969.18556701	614	7	50
Sample6BRem	71.61041	1034.08510638	642	7	50
Sample6BSea	62.84407	815.480392157	564	7	50
Sample6BTea	68.95519	910.780487805	584	7	50
SampleFiEas	70.82721	1010.41441441	656	7	40
SampleFiiEas	68.16499	969	657	7	40
SampleFiiiRem	57.42633	571.797101449	412	7	60
SampleFiiiYes	64.35913	868.448275862	547	7	50
SampleFiiOne	68.00271	1025.66666667	614	7	40
SampleFiiWes	73.07132	1207.5546875	752	7	40
SampleFiOne	63.06438	1063.72527473	619	7	40
SampleFivSea	61.99509	802.537313433	475	7	60
SampleFivTea	48.81012	539.092307692	374	7	60
SampleFiWes	66.4326	1060.7027027	588	7	40
SampleFiXXX	67.63488	1003.93814433	607	7	50
SampleFiYes	63.18284	866.12987013	533	7	50
SampleFiZeb	72.51588	904.96460177	607	7	50
SampleFviiiXXX	64.13474	796.811111111	534	7	50
SampleFviiSea	57.52058	605.059701493	408	7	60
SampleFviZeb	70.30051	936	596	7	50
SampleFvRem	55.59864	693.678571429	406	7	60
SampleFvTea	48.80209	508.081967213	362	7	60
Samplep1bEJP	65.54035	1254.2804878	655	7	20
Samplep2aEJP	65.36041	1171.075	640	7	20
Samplep3cEJP	61.20752	977.674418605	574	7	20
Sample1a10EJP	55.01818	1050.75	587	8	10
Sample1a10LJP	62.21319	1156.19148936	663	8	10
Sample1a10SS2	54.09079	971.534090909	583	8	10
Sample1a20LJP	64.07953	995.594594595	631	8	20
Sample1a30LJP	69.08595	937.940594059	602	8	30
Sample1a5EJP	53.68704	896.106382979	591	8	5
Sample1a5LJP	58.58817	1075.4137931	620	8	5
Sample1a5SS1	51.70112	1011.06024096	580	8	5
Sample1a5SS2	49.51586	993.014285714	559	8	5
Sample1AOne	58.15764	1039.13461538	650	8	5
Sample1ARem	49.10146	928.037974684	565	8	5
Sample1ASea	49.82494	889.119047619	559	8	5
Sample1ATea	56.25942	1090.13483146	629	8	5
Sample1AWes	53.47158	983.235955056	602	8	5
Sample1AXXX	50.47877	868.97826087	565	8	5
Sample1AYes	51.26952	790.608247423	549	8	5
Sample1b10EJP	57.16239	932.295918367	594	8	10
Sample1b10SS1	49.32127	778.761904762	520	8	10
Sample1b10SS2	52.96069	965.117647059	569	8	10
Sample1b20LJP	60.82797	891.214285714	515	8	20
Sample1b5EJP	54.44443	942.036144578	561	8	5
Sample1b5LJP	51.85317	972.6375	571	8	5
Sample1b5SS1	54.65142	1039.30693069	669	8	5
Sample1b5SS2	53.21375	919.75	596	8	5
Sample1BEas	53.39714	939.578947368	596	8	5
Sample1BRem	53.95423	949.565217391	592	8	5
Sample1BSea	59.14084	1127.96875	667	8	5
Sample1BTea	50.53192	913.126582278	571	8	5
Sample1BXXX	51.84633	880.702702703	531	8	5
Sample1BYes	59.69002	1306.17857143	656	8	5
Sample1BZeb	51.40162	907.631578947	580	8	5
Sample1CSea	57.15974	988.141509434	643	8	5
Sample1CZeb	52.07491	973.573170732	594	8	5
Sample1EOne	50.0963	863.010989011	566	8	5
Sample2a10EJP	54.6949	973.358695652	613	8	10
Sample2a10LJP	57.62613	1053.25	622	8	10
Sample2a10SS1	63.09978	1182.55660377	695	8	10
Sample2a10SS2	60.39346	1075.72527473	631	8	10
Sample2a10WPM	49.84973	955.013888889	550	8	10
Sample2a20LJP	70.87886	1204.45714286	678	8	20
Sample2a30LJP	62.51779	814.678571429	512	8	30
Sample2a5EJP	48.57389	878.643835616	502	8	5
Sample2a5LJP	60.14443	1180.65909091	671	8	5
Sample2a5SS1	54.67042	1006.81632653	639	8	5
Sample2a5SS2	52.29865	960	579	8	5
Sample2a5WPM	46.79903	895	535	8	5
Sample2ARem	58.67859	982.127659574	610	8	10
Sample2ASea	60.22097	985.618556701	625	8	10
Sample2ATea	56.14548	1016.56701031	611	8	10
Sample2AWes1	53.52951	866.369047619	561	8	10
Sample2AWes2	56.91448	1070.89534884	636	8	10
Sample2AXXX	58.02209	969.038461538	570	8	10
Sample2AYes	58.90028	1002.47916667	627	8	10
Sample2b10EJP	53.22649	1119.77777778	606	8	10
Sample2b10LJP	63.31438	1126.56521739	652	8	10
Sample2b10SS1	55.37393	1122.25	634	8	10
Sample2b10SS2	52.10669	950.666666667	549	8	10
Sample2b20LJP	66.27828	1106.5	646	8	20
Sample2b5LJP	55.31672	977.618556701	617	8	5
Sample2b5SS1	49.75439	1043.71014493	589	8	5
Sample2b5SS2	50.89224	868.010989011	571	8	5
Sample2b5WPM	49.22281	916.693181818	563	8	5
Sample2BEas	55.22843	945.087912088	592	8	10
Sample2BOne	59.37311	982.494505495	601	8	10
Sample2BRem	54.00525	923.628205128	559	8	10
Sample2BTea	58.38663	1064.18604651	610	8	10
Sample2BXXX	56.11111	901.26	585	8	10
Sample2BZeb	61.69237	989.237623762	635	8	10
Sample2c5EJP	54.47252	961.596153846	615	8	5
Sample2CEas	60.16312	1279.24657534	640	8	10
Sample2CSea	64.21069	1170.52884615	695	8	10
Sample2CWes1	53.19384	866.581395349	555	8	10
Sample2CWes2	48.88051	845.614457831	542	8	10
Sample2CYes	60.35385	991.78	634	8	10
Sample2CZeb	64.20044	1180.6875	685	8	10
Sample2EOne	51.47238	963.4	544	8	10
Sample3a10SS1	59.99473	1135.0952381	676	8	10
Sample3a10WPM	47.7647	834.2	513	8	10
Sample3a5SS1	50.99756	905.776595745	572	8	5
Sample3a5WPM	48.40481	888.012658228	537	8	5
Sample3AOne	68.76205	1019.8362069	646	8	20
Sample3ARem	63.29964	973.554455446	614	8	20
Sample3ATea	65.47138	1157.09278351	644	8	20
Sample3AWes	67.51463	1347.34615385	726	8	20
Sample3AYes	66.95458	1130.85714286	638	8	20
Sample3AZeb	58.15222	862.448275862	541	8	20
Sample3b10WPM	51.40986	1030.57746479	560	8	10
Sample3b5SS2	54.57967	980.628571429	650	8	5
Sample3b5WPM	50.7395	890.965517241	553	8	5
Sample3BEas	67.65793	1122.20792079	648	8	20
Sample3BOne	65.50335	943.594594595	614	8	20
Sample3BRem	72.93009	1154	692	8	20
Sample3BSea	64.10698	1069.13483146	608	8	20
Sample3BTea	70.79329	982.448598131	638	8	20
Sample3BWes	62.09812	976	605	8	20
Sample3BXXX	59.59782	829.258064516	551	8	20
Sample3CSea	62.02025	1039.17073171	573	8	20
Sample3CXXX	66.02571	1182.14130435	648	8	20
Sample3CYes	76.36151	1267.02654867	751	8	20
Sample3CZeb	68.03691	1036.41	626	8	20
Sample4a10WPM	49.84576	998.103448276	520	8	10
Sample4a5WPM	51.96767	934.738636364	558	8	5
Sample4AEas	78.03328	1195.68595041	725	8	30
Sample4ARem	64.45815	1018.22330097	639	8	30
Sample4ASea	60.76126	946.447368421	527	8	30
Sample4ATea	68.18734	1026.37113402	615	8	30
Sample4AWes	73.36888	1095.65178571	679	8	30
Sample4AYes	74.60967	1270.14285714	705	8	30
Sample4AZeb	65.45716	1010.3627451	608	8	30
Sample4BEas	71.55248	1211.03	707	8	30
Sample4BRem	66.46105	888.87628866	603	8	30
Sample4BSea	58.29909	806.890625	464	8	30
Sample4BTea	70.75787	1025.48113208	641	8	30
Sample4BXXX	64.00915	862.289156627	545	8	30
Sample4BYes	71.3016	1157.62352941	637	8	30
Sample4CEas	67.91786	1087.05932203	689	8	30
Sample4CWes	62.70973	877.12345679	526	8	30
Sample4CXXX	68.23027	1076.94117647	646	8	30
Sample4CZeb	61.17247	962.619047619	571	8	30
Sample4DEas	68.90133	1060.45454545	643	8	30
Sample4DOne	64.6011	1194.66666667	624	8	30
Sample4EOne	65.5068	1139.36904762	609	8	30
Sample5a10WPM	56.1841	855.782608696	562	8	10
Sample5a5WPM	47.5851	934.076923077	554	8	5
Sample5ARem	68.26181	1047.72727273	590	8	40
Sample5ASea	65.47307	939.483870968	583	8	40
Sample5ATea	66.23277	944	572	8	40
Sample5AXXX	66.4362	961.444444444	571	8	40
Sample5AZeb	69.88145	919.759259259	608	8	40
Sample5b5WPM	58.57258	1109.96875	649	8	5
Sample5BRem	67.84242	1042.16853933	625	8	40
Sample5BSea	71.98022	1236.76086957	668	8	40
Sample5BTea	58.27694	772.469879518	523	8	40
Sample5BXXX	60.36834	754.237113402	528	8	40
Sample5BYes	63.48713	991.743589744	570	8	40
Sample5CYes	73.43064	1015.30357143	674	8	40
Sample5CZeb	65.61087	1032.10989011	609	8	40
Sample6ARem	66.80874	878.530120482	564	8	50
Sample6ASea	58.84019	867.014705882	503	8	50
Sample6ATea	67.89597	897.12371134	594	8	50
Sample6BRem	68.2233	936.597826087	617	8	50
Sample6BSea	66.10689	1000.56666667	585	8	50
Sample6BTea	68.96781	888.395604396	599	8	50
SampleFiEas	70.56747	1092.03157895	657	8	40
SampleFiiEas	68.80875	1224.26086957	666	8	40
SampleFiiiRem	53.99142	546.193548387	387	8	60
SampleFiiiYes	60.53375	788.909090909	520	8	50
SampleFiiOne	65.30416	1004.03571429	597	8	40
SampleFiiWes	74.0509	1259.81538462	771	8	40
SampleFiOne	65.48753	1070.15384615	616	8	40
SampleFivSea	61.42262	751.131578947	476	8	60
SampleFivTea	48.98763	513.153846154	374	8	60
SampleFiWes	65.97763	939.087912088	586	8	40
SampleFiXXX	63.65612	946.366666667	578	8	50
SampleFiYes	64.49547	900.5	551	8	50
SampleFiZeb	68.51375	935.863636364	585	8	50
SampleFviiiXXX	63.56789	794.078651685	538	8	50
SampleFviiSea	56.53465	674	410	8	60
SampleFviZeb	65.94106	903.304878049	568	8	50
SampleFvRem	55.41163	608.513888889	409	8	60
SampleFvTea	49.60569	516.85	357	8	60
Samplep1bEJP	63.03627	1065.04597701	632	8	20
Samplep2aEJP	67.48341	1119.34285714	672	8	20
Samplep3cEJP	61.11876	1098.5	611	8	20
Sample1a10EJP	50.90357	1009.90909091	576	9	10
Sample1a10LJP	62.09663	1218.85869565	671	9	10
Sample1a10SS2	51.47625	962.185185185	581	9	10
Sample1a20LJP	66.72534	995.244897959	608	9	20
Sample1a30LJP	68.32299	1122.67901235	616	9	30
Sample1a5EJP	54.29833	1139.58441558	614	9	5
Sample1a5LJP	55.73974	994.6375	593	9	5
Sample1a5SS1	51.74809	1022.23529412	595	9	5
Sample1a5SS2	48.61049	803.333333333	549	9	5
Sample1AOne	59.98899	1153.01111111	658	9	5
Sample1ARem	49.33304	927.119402985	551	9	5
Sample1ASea	50.87465	916.6	550	9	5
Sample1ATea	55.80123	1149.2247191	652	9	5
Sample1AWes	52.95072	1006.29166667	574	9	5
Sample1AXXX	49.83636	842.923076923	566	9	5
Sample1AYes	51.08165	860.906976744	560	9	5
Sample1b10EJP	55.67794	1092.19230769	595	9	10
Sample1b10SS1	50.24883	925.881578947	539	9	10
Sample1b10SS2	53.50339	973.571428571	585	9	10
Sample1b20LJP	58.64949	784.142857143	517	9	20
Sample1b5EJP	54.95864	983.032967033	581	9	5
Sample1b5LJP	56.53004	946.594059406	595	9	5
Sample1b5SS1	57.12405	1088.28	675	9	5
Sample1b5SS2	52.83876	1123.06756757	599	9	5
Sample1BEas	52.69795	947.6875	571	9	5
Sample1BRem	53.91046	896.206185567	583	9	5
Sample1BSea	57.18559	1044.07920792	649	9	5
Sample1BTea	53.0658	913.709302326	583	9	5
Sample1BXXX	50.43038	797.62195122	530	9	5
Sample1BYes	59.40694	1040.67961165	645	9	5
Sample1BZeb	52.29518	952.225352113	555	9	5
Sample1CSea	55.39757	962.11	628	9	5
Sample1CZeb	52.2497	904.011111111	588	9	5
Sample1EOne	51.82888	981.431578947	602	9	5
Sample2a10EJP	53.5663	936.595505618	598	9	10
Sample2a10LJP	56.99747	1072.1	608	9	10
Sample2a10SS1	57.6829	1156.31914894	676	9	10
Sample2a10SS2	55.82602	1062.6835443	603	9	10
Sample2a10WPM	50.01926	882.939759036	546	9	10
Sample2a20LJP	71.60608	1215.75454545	698	9	20
Sample2a30LJP	60.14901	939.93902439	545	9	30
Sample2a5EJP	48.79107	1017.11864407	498	9	5
Sample2a5LJP	61.23113	1055.62393162	690	9	5
Sample2a5SS1	53.99995	1238.19736842	652	9	5
Sample2a5SS2	50.06591	820.397849462	559	9	5
Sample2a5WPM	47.3914	881.416666667	522	9	5
Sample2ARem	57.52799	985.235955056	604	9	10
Sample2ASea	58.07168	904.342857143	615	9	10
Sample2ATea	55.70228	974.903846154	610	9	10
Sample2AWes1	53.88859	894.95	560	9	10
Sample2AWes2	57.70881	965.91588785	639	9	10
Sample2AXXX	53.98057	926.368421053	549	9	10
Sample2AYes	58.85556	1002.85714286	624	9	10
Sample2b10EJP	54.53517	1047.34831461	599	9	10
Sample2b10LJP	63.00989	1282.2625	668	9	10
Sample2b10SS1	61.44363	1202.66666667	660	9	10
Sample2b10SS2	58.02008	1013.81818182	595	9	10
Sample2b20LJP	60.45332	1027.78787879	619	9	20
Sample2b5LJP	52.45238	1044.07058824	620	9	5
Sample2b5SS1	51.01812	940.066666667	597	9	5
Sample2b5SS2	54.27419	1023.61538462	560	9	5
Sample2b5WPM	52.14355	960.444444444	570	9	5
Sample2BEas	54.03099	1026.02631579	583	9	10
Sample2BOne	59.21901	1099.33333333	597	9	10
Sample2BRem	55.98674	876.483146067	578	9	10
Sample2BTea	57.82605	849.884615385	590	9	10
Sample2BXXX	60.58218	1086.12903226	623	9	10
Sample2BZeb	59.9656	1039.7244898	644	9	10
Sample2c5EJP	50.69899	966.319148936	597	9	5
Sample2CEas	57.16551	1243.04	653	9	10
Sample2CSea	63.72707	1128.91666667	694	9	10
Sample2CWes1	52.30393	1014.79411765	546	9	10
Sample2CWes2	51.88943	874.470588235	551	9	10
Sample2CYes	63.24039	1109.21649485	653	9	10
Sample2CZeb	62.50497	1194.3875	656	9	10
Sample2EOne	55.29936	952.012987013	567	9	10
Sample3a10SS1	60.69715	1219.46808511	690	9	10
Sample3a10WPM	46.89907	764.138888889	496	9	10
Sample3a5SS1	55.18541	998.473684211	599	9	5
Sample3a5WPM	46.43739	830.915662651	530	9	5
Sample3AOne	65.69002	1039.55555556	625	9	20
Sample3ARem	60.66774	1039.575	589	9	20
Sample3ATea	64.26946	1002.55555556	622	9	20
Sample3AWes	67.40138	1345.62376238	727	9	20
Sample3AYes	70.23965	1154.16483516	638	9	20
Sample3AZeb	61.60884	904.045454545	556	9	20
Sample3b10WPM	49.72109	937.5	561	9	10
Sample3b5SS2	55.15953	1005.90625	636	9	5
Sample3b5WPM	46.68008	857.535714286	533	9	5
Sample3BEas	65.75716	965.128440367	622	9	20
Sample3BOne	63.94727	1091.76923077	646	9	20
Sample3BRem	73.54521	1162.52830189	693	9	20
Sample3BSea	63.98383	1152.49367089	611	9	20
Sample3BTea	67.7573	1142.79545455	660	9	20
Sample3BWes	64.68422	1034.65625	619	9	20
Sample3BXXX	61.73659	1113.8	593	9	20
Sample3CSea	63.01214	1069.83529412	587	9	20
Sample3CXXX	62.47603	1110.64935065	607	9	20
Sample3CYes	75.96667	1278.71428571	763	9	20
Sample3CZeb	66.88741	1021.76470588	625	9	20
Sample4a10WPM	49.91511	848.584415584	530	9	10
Sample4a5WPM	47.96861	877.172413793	553	9	5
Sample4AEas	75.68561	1148.64423077	697	9	30
Sample4ARem	64.04626	975.011363636	607	9	30
Sample4ASea	61.87672	1160.56716418	565	9	30
Sample4ATea	66.89319	1091.875	634	9	30
Sample4AWes	73.83757	1198.6741573	664	9	30
Sample4AYes	73.98831	1210.52631579	705	9	30
Sample4AZeb	65.47389	1081.66666667	600	9	30
Sample4BEas	73.07321	1005	699	9	30
Sample4BRem	70.74367	1040.06451613	632	9	30
Sample4BSea	53.00581	807.52173913	471	9	30
Sample4BTea	69.09966	1005.28440367	634	9	30
Sample4BXXX	63.17324	855.75	557	9	30
Sample4BYes	68.42784	965.359223301	618	9	30
Sample4CEas	70.72934	1108.25	677	9	30
Sample4CWes	60.60785	892.682926829	540	9	30
Sample4CXXX	66.15623	975.733333333	590	9	30
Sample4CZeb	63.19547	1056.54878049	587	9	30
Sample4DEas	70.56067	1023.39130435	659	9	30
Sample4DOne	66.33813	1042	600	9	30
Sample4EOne	60.58443	968.387096774	575	9	30
Sample5a10WPM	56.1841	855.782608696	562	9	10
Sample5a5WPM	48.65232	860.888888889	547	9	5
Sample5ARem	66.55388	1067.56164384	592	9	40
Sample5ASea	67.14146	938.189873418	566	9	40
Sample5ATea	64.88061	922.117647059	553	9	40
Sample5AXXX	68.93141	1096.60273973	588	9	40
Sample5AZeb	67.83404	1212.01351351	614	9	40
Sample5b5WPM	59.32161	952.142857143	629	9	5
Sample5BRem	68.1461	1097.75903614	617	9	40
Sample5BSea	72.16216	1107.12264151	664	9	40
