SampleName	PD	Chao1	ObservedOTUs	iteration	Depth
Sample2a5LJP	58.36575	1170.44827586	672	3	5
Sample2a5SS1	56.10434	1073.73333333	649	3	5
Sample2a5SS2	48.57465	942.863013699	563	3	5
Sample2a5WPM	51.67342	907.958333333	539	3	5
Sample2ARem	56.49618	949.421052632	595	3	10
Sample2ASea	60.07073	996.24137931	624	3	10
Sample2ATea	54.24816	1030.27906977	589	3	10
Sample2AWes1	55.22761	1021.84615385	562	3	10
Sample2AWes2	56.75511	1021.61111111	630	3	10
Sample2AXXX	58.03022	1011.51724138	591	3	10
Sample2AYes	59.98177	1052.41176471	622	3	10
Sample2b10EJP	54.15838	1035.63888889	568	3	10
Sample2b10LJP	65.58134	1209.26	686	3	10
Sample2b10SS1	57.16301	1233.47368421	659	3	10
Sample2b10SS2	53.28063	948.697368421	565	3	10
Sample2b20LJP	62.85951	1106.75	627	3	20
Sample2b5LJP	50.88637	945.221052632	607	3	5
Sample2b5SS1	50.82803	959.565217391	602	3	5
Sample2b5SS2	49.94741	849.023255814	556	3	5
Sample2b5WPM	49.72768	959.739130435	551	3	5
Sample2BEas	54.7599	925.571428571	589	3	10
Sample2BOne	53.56082	947.265822785	572	3	10
Sample2BRem	52.87657	840.244186047	555	3	10
Sample2BTea	59.37349	993.611111111	602	3	10
Sample2BXXX	58.72137	1071.31868132	614	3	10
Sample2BZeb	59.35554	1027.51136364	627	3	10
Sample2c5EJP	57.43036	1038.22727273	644	3	5
Sample2CEas	59.01457	1106.1011236	632	3	10
Sample2CSea	64.62828	1227.55789474	697	3	10
Sample2CWes1	49.58599	891.986486486	533	3	10
Sample2CWes2	50.91662	854.513513514	526	3	10
Sample2CYes	64.14574	1119.02912621	663	3	10
Sample2CZeb	65.50895	1227.01111111	681	3	10
Sample2EOne	53.72122	1009.13432836	552	3	10
Sample3a10SS1	61.70265	1105.53211009	683	3	10
Sample3a10WPM	46.82912	769.927710843	503	3	10
Sample3a5SS1	50.85373	902.153846154	571	3	5
Sample3a5WPM	48.95042	918.037037037	546	3	5
Sample3AOne	66.145	1069.06060606	634	3	20
Sample3ARem	57.23167	818.18627451	560	3	20
Sample3ATea	57.70395	969.738636364	593	3	20
Sample3AWes	66.06118	1340.78021978	700	3	20
Sample3AYes	64.72581	981.235849057	618	3	20
Sample3AZeb	59.61311	985.6625	555	3	20
Sample3b10WPM	47.36602	875.888888889	529	3	10
Sample3b5SS2	55.65183	1005.88541667	647	3	5
Sample3b5WPM	49.76382	913.575	543	3	5
Sample3BEas	65.22299	947.761061947	624	3	20
Sample3BOne	65.41204	1171.39784946	643	3	20
Sample3BRem	70.698	1152.42857143	670	3	20
Sample3BSea	59.82634	1033.37931034	594	3	20
Sample3BTea	70.6912	1116.3	712	3	20
Sample3BWes	62.21494	1003.94117647	621	3	20
Sample3BXXX	59.61545	896	564	3	20
Sample3CSea	64.29477	989.24137931	578	3	20
Sample3CXXX	70.31973	1049.14678899	654	3	20
Sample3CYes	71.67491	1166.71171171	724	3	20
Sample3CZeb	64.64123	1070.38709677	626	3	20
Sample4a10WPM	50.00332	796.518518519	523	3	10
Sample4a5WPM	48.67401	1029.2173913	545	3	5
Sample4AEas	78.24054	1182.14563107	702	3	30
Sample4ARem	72.13155	1059.84466019	653	3	30
Sample4ASea	62.93555	1008.44155844	561	3	30
Sample4ATea	68.31761	952.009433962	617	3	30
Sample4AWes	70.00961	1252.37894737	674	3	30
Sample4AYes	73.74218	1153.00869565	698	3	30
Sample4AZeb	63.81813	955.366666667	587	3	30
Sample4BEas	75.0112	1122.00909091	695	3	30
Sample4BRem	69.25684	1024.22580645	625	3	30
Sample4BSea	57.30002	870.388888889	495	3	30
Sample4BTea	66.07921	944.951456311	613	3	30
Sample4BXXX	64.93025	811.47826087	540	3	30
Sample4BYes	70.17972	1143.19148936	650	3	30
Sample4CEas	70.9594	1101.125	679	3	30
Sample4CWes	61.4877	838.581395349	527	3	30
Sample4CXXX	66.28504	944.010869565	592	3	30
Sample4CZeb	58.60884	824.724489796	556	3	30
Sample4DEas	71.70493	1078.29245283	658	3	30
Sample4DOne	63.24115	1216.47058824	616	3	30
Sample4EOne	63.27663	888.378640777	569	3	30
Sample5a10WPM	56.1841	855.782608696	562	3	10
Sample5a5WPM	48.93258	901.12345679	550	3	5
Sample5ARem	70.89664	1133.03658537	622	3	40
Sample5ASea	64.91126	912	580	3	40
Sample5ATea	64.71795	927.896907216	570	3	40
Sample5AXXX	65.92092	969.345679012	582	3	40
Sample5AZeb	65.88739	967.043010753	605	3	40
Sample5b5WPM	56.95919	1092.71	662	3	5
Sample5BRem	67.74476	1058.9	628	3	40
Sample5BSea	70.77422	1216.375	652	3	40
Sample5BTea	65.00732	915.75862069	558	3	40
Sample5BXXX	62.40692	955.126760563	541	3	40
Sample5BYes	63.53682	894.554347826	567	3	40
Sample5CYes	73.43767	1075.40952381	668	3	40
Sample5CZeb	71.35073	1055.21212121	629	3	40
Sample6ARem	66.79978	884.296296296	562	3	50
Sample6ASea	57.05743	781.714285714	483	3	50
Sample6ATea	71.98146	955.611111111	607	3	50
Sample6BRem	69.81958	968.225806452	620	3	50
Sample6BSea	63.66785	927.125	562	3	50
Sample6BTea	69.71769	848.857142857	594	3	50
SampleFiEas	71.73806	1016.6039604	649	3	40
SampleFiiEas	67.43755	1192.89655172	667	3	40
SampleFiiiRem	54.75571	559.390625	394	3	60
SampleFiiiYes	66.78644	885.679012346	552	3	50
SampleFiiOne	70.27271	1082.08510638	627	3	40
SampleFiiWes	74.57778	1207.03252033	744	3	40
SampleFiOne	63.63977	952.961165049	603	3	40
SampleFivSea	61.78899	816.161764706	481	3	60
SampleFivTea	49.74785	621.557692308	380	3	60
SampleFiWes	66.41471	884.164835165	569	3	40
SampleFiXXX	66.17411	1047.95	626	3	50
SampleFiYes	64.14883	918.072289157	555	3	50
SampleFiZeb	63.54437	907.20212766	584	3	50
SampleFviiiXXX	64.83441	916.521276596	572	3	50
SampleFviiSea	59.58851	670.220588235	428	3	60
SampleFviZeb	68.7412	997.833333333	597	3	50
SampleFvRem	54.39919	523.833333333	370	3	60
SampleFvTea	52.21837	546.318181818	377	3	60
Samplep1bEJP	66.41419	1017.91743119	657	3	20
Samplep2aEJP	67.98199	1071.125	668	3	20
Samplep3cEJP	61.39126	987.821052632	597	3	20
Sample1a10EJP	52.20759	884	587	4	10
Sample1a10LJP	61.01622	1167.3814433	664	4	10
Sample1a10SS2	49.99673	796.815217391	556	4	10
Sample1a20LJP	65.46954	1024.38461538	627	4	20
Sample1a30LJP	67.56263	1064.18390805	612	4	30
Sample1a5EJP	51.68563	1079.04615385	569	4	5
Sample1a5LJP	57.50544	1014.56666667	620	4	5
Sample1a5SS1	52.05843	1142.04225352	584	4	5
Sample1a5SS2	50.19823	921.693181818	568	4	5
Sample1AOne	54.57743	1000.6969697	642	4	5
Sample1ARem	50.94699	865.868421053	546	4	5
Sample1ASea	47.52432	880.287671233	532	4	5
Sample1ATea	56.45724	977.392523364	648	4	5
Sample1AWes	54.23859	893.078947368	600	4	5
Sample1AXXX	51.03985	985.692307692	577	4	5
Sample1AYes	50.4637	1006.47826087	559	4	5
Sample1b10EJP	57.38254	1089.41176471	575	4	10
Sample1b10SS1	50.35471	902.243243243	537	4	10
Sample1b10SS2	55.78208	1039.28571429	585	4	10
Sample1b20LJP	57.99553	787.010989011	515	4	20
Sample1b5EJP	52.19028	997.3875	570	4	5
Sample1b5LJP	52.90504	982.43373494	583	4	5
Sample1b5SS1	54.137	1137.84269663	667	4	5
Sample1b5SS2	54.5847	1071.12987013	596	4	5
Sample1BEas	54.72403	963.617977528	594	4	5
Sample1BRem	54.50569	1002.56976744	605	4	5
Sample1BSea	58.71752	1066.15789474	655	4	5
Sample1BTea	55.61469	978.8	577	4	5
Sample1BXXX	52.96489	974.970588235	539	4	5
Sample1BYes	60.58961	1103.05825243	650	4	5
Sample1BZeb	52.5786	967.0625	578	4	5
Sample1CSea	54.20559	932.846153846	619	4	5
Sample1CZeb	52.9721	1039.08108108	598	4	5
Sample1EOne	50.68955	947.577464789	547	4	5
Sample2a10EJP	52.31235	1066.67857143	605	4	10
Sample2a10LJP	54.00726	972.674418605	602	4	10
Sample2a10SS1	60.23893	1062.91919192	657	4	10
Sample2a10SS2	55.82326	872.529411765	589	4	10
Sample2a10WPM	48.02017	1030.22222222	534	4	10
Sample2a20LJP	68.96773	1170.51485149	662	4	20
Sample2a30LJP	62.51276	792.306930693	527	4	30
Sample2a5EJP	49.44403	914.142857143	501	4	5
Sample2a5LJP	58.74034	1001.91588785	660	4	5
Sample2a5SS1	54.97336	1229.32911392	654	4	5
Sample2a5SS2	50.9851	868	560	4	5
Sample2a5WPM	49.71559	890.101123596	557	4	5
Sample2ARem	56.43752	986.678571429	592	4	10
Sample2ASea	60.0918	982.431578947	617	4	10
Sample2ATea	54.83987	1030.01136364	605	4	10
Sample2AWes1	52.24046	944.342465753	558	4	10
Sample2AWes2	60.76364	946.822916667	620	4	10
Sample2AXXX	54.87968	938.511111111	573	4	10
Sample2AYes	60.03806	1068.87640449	630	4	10
Sample2b10EJP	54.59878	1018.5	603	4	10
Sample2b10LJP	62.53487	992.283185841	654	4	10
Sample2b10SS1	58.98457	1182.22826087	675	4	10
Sample2b10SS2	55.39618	888.505263158	579	4	10
Sample2b20LJP	62.65711	1031.10989011	608	4	20
Sample2b5LJP	50.12537	1014.6097561	604	4	5
Sample2b5SS1	53.7826	1069.49450549	631	4	5
Sample2b5SS2	50.94157	885.814814815	555	4	5
Sample2b5WPM	50.69434	980.608108108	560	4	5
Sample2BEas	53.52274	944.25	582	4	10
Sample2BOne	55.05003	897.382978723	582	4	10
Sample2BRem	51.51734	887.708333333	547	4	10
Sample2BTea	61.20336	1014.32183908	600	4	10
Sample2BXXX	61.61964	999.978723404	605	4	10
Sample2BZeb	60.67513	930.025862069	642	4	10
Sample2c5EJP	56.67182	987.5	602	4	5
Sample2CEas	56.63587	1112.20212766	654	4	10
Sample2CSea	62.31076	1011.18421053	671	4	10
Sample2CWes1	52.09708	981.924242424	551	4	10
Sample2CWes2	49.13468	937.444444444	547	4	10
Sample2CYes	60.82639	1050.37113402	639	4	10
Sample2CZeb	62.86709	1059.1875	672	4	10
Sample2EOne	54.76859	881.481481481	562	4	10
Sample3a10SS1	63.4159	1272.06122449	708	4	10
Sample3a10WPM	45.44051	804.753424658	507	4	10
Sample3a5SS1	49.64874	931.5	561	4	5
Sample3a5WPM	49.13076	928.086956522	533	4	5
Sample3AOne	68.31754	1023.1875	625	4	20
Sample3ARem	63.4875	1020.03225806	594	4	20
Sample3ATea	62.77512	1024.56666667	609	4	20
Sample3AWes	70.99205	1301.00909091	733	4	20
Sample3AYes	69.38953	1102.26666667	652	4	20
Sample3AZeb	61.30323	987.473684211	588	4	20
Sample3b10WPM	49.63176	820.08045977	533	4	10
Sample3b5SS2	55.42647	971.247524752	643	4	5
Sample3b5WPM	51.11086	986.797468354	554	4	5
Sample3BEas	66.27506	994.678899083	626	4	20
Sample3BOne	62.8574	1087.66666667	606	4	20
Sample3BRem	72.67687	1192.64285714	688	4	20
Sample3BSea	59.37355	978.511363636	587	4	20
Sample3BTea	72.49171	1263.45360825	697	4	20
Sample3BWes	61.02247	1038.73333333	614	4	20
Sample3BXXX	62.92071	1007.63855422	583	4	20
Sample3CSea	61.02196	1108.58441558	583	4	20
Sample3CXXX	69.46129	1190.5	641	4	20
Sample3CYes	79.03434	1345.48695652	771	4	20
Sample3CZeb	64.90904	1057.10309278	634	4	20
Sample4a10WPM	49.85403	775.536585366	513	4	10
Sample4a5WPM	47.71711	861.013333333	519	4	5
Sample4AEas	74.55485	1213.59090909	705	4	30
Sample4ARem	64.14254	1111.53658537	618	4	30
Sample4ASea	58.27557	911.35443038	533	4	30
Sample4ATea	69.28292	1152.16483516	636	4	30
Sample4AWes	74.12334	1053.53043478	679	4	30
Sample4AYes	76.07155	1237.75	711	4	30
Sample4AZeb	67.06504	972.081632653	596	4	30
Sample4BEas	73.30564	1106.56034483	691	4	30
Sample4BRem	70.01466	1133.32142857	631	4	30
Sample4BSea	57.72946	764	479	4	30
Sample4BTea	71.2418	1100.79166667	646	4	30
Sample4BXXX	68.14686	832.28	562	4	30
Sample4BYes	71.23916	997.622641509	637	4	30
Sample4CEas	67.4745	1018.39130435	664	4	30
Sample4CWes	60.91681	946.304878049	542	4	30
Sample4CXXX	66.55908	966.618556701	606	4	30
Sample4CZeb	61.97838	1045.7	585	4	30
Sample4DEas	67.90462	1088.44915254	672	4	30
Sample4DOne	59.19324	989.023255814	573	4	30
Sample4EOne	64.49794	1005.92857143	580	4	30
Sample5a10WPM	56.1841	855.782608696	562	4	10
Sample5a5WPM	47.94681	924.467532468	552	4	5
Sample5ARem	65.95199	945.921348315	599	4	40
Sample5ASea	64.8743	859.725274725	555	4	40
Sample5ATea	64.45546	930.575	560	4	40
Sample5AXXX	65.37852	889.81	586	4	40
Sample5AZeb	69.82097	993.164835165	600	4	40
Sample5b5WPM	59.52886	1240.21052632	686	4	5
Sample5BRem	66.66404	1003.16494845	626	4	40
Sample5BSea	68.74279	1254.03896104	648	4	40
Sample5BTea	62.4184	778.727272727	542	4	40
Sample5BXXX	63.65542	936.070588235	564	4	40
Sample5BYes	67.06921	993.609756098	583	4	40
Sample5CYes	73.07242	1018.59433962	676	4	40
Sample5CZeb	70.21377	1113.25	629	4	40
Sample6ARem	65.38267	905.535714286	581	4	50
Sample6ASea	55.84396	698.473684211	489	4	50
Sample6ATea	71.02214	909.289719626	609	4	50
Sample6BRem	69.15038	972.56122449	621	4	50
Sample6BSea	65.57169	884.6	550	4	50
Sample6BTea	70.28064	983.233333333	612	4	50
SampleFiEas	70.4115	1046.61363636	637	4	40
SampleFiiEas	72.33687	1138.02912621	682	4	40
SampleFiiiRem	54.29797	535.013888889	394	4	60
SampleFiiiYes	68.03454	905.12345679	554	4	50
SampleFiiOne	70.4324	1181.65853659	620	4	40
SampleFiiWes	72.79376	1202.12396694	737	4	40
SampleFiOne	68.33415	1151.9	630	4	40
SampleFivSea	62.39239	748.927710843	482	4	60
SampleFivTea	48.92235	570.882352941	369	4	60
SampleFiWes	65.88239	862.894736842	571	4	40
SampleFiXXX	67.3105	1270.6547619	640	4	50
SampleFiYes	62.87859	827.173469388	549	4	50
SampleFiZeb	68.73056	904.20212766	581	4	50
SampleFviiiXXX	65.19478	892.709302326	562	4	50
SampleFviiSea	58.12857	653.714285714	421	4	60
SampleFviZeb	65.946	969.513157895	573	4	50
SampleFvRem	53.90463	599.158730159	387	4	60
SampleFvTea	49.0521	484.2	339	4	60
Samplep1bEJP	67.6038	1121.46236559	652	4	20
Samplep2aEJP	66.36495	1103.64705882	661	4	20
Samplep3cEJP	59.36275	967.733333333	582	4	20
Sample1a10EJP	57.57599	1185.01369863	607	5	10
Sample1a10LJP	61.92298	1128.37078652	651	5	10
Sample1a10SS2	53.71733	922.608695652	587	5	10
Sample1a20LJP	66.21345	973.910891089	609	5	20
Sample1a30LJP	66.78654	1043.50561798	614	5	30
Sample1a5EJP	54.1327	1072.34831461	624	5	5
Sample1a5LJP	60.77471	1054.9	624	5	5
Sample1a5SS1	52.81358	910.279069767	574	5	5
Sample1a5SS2	50.2457	921.04	545	5	5
Sample1AOne	63.1154	1311.18390805	691	5	5
Sample1ARem	49.23274	903.189873418	564	5	5
Sample1ASea	49.13064	933.213333333	554	5	5
Sample1ATea	55.93308	1071.76190476	633	5	5
Sample1AWes	57.8388	992.891304348	604	5	5
Sample1AXXX	52.61566	881	586	5	5
Sample1AYes	50.38356	917.194805195	554	5	5
Sample1b10EJP	56.08837	814.826923077	566	5	10
Sample1b10SS1	51.33315	854.988372093	538	5	10
Sample1b10SS2	54.55235	844.920454545	556	5	10
Sample1b20LJP	57.93684	858.513157895	512	5	20
Sample1b5EJP	52.57432	953.444444444	563	5	5
Sample1b5LJP	51.59489	975.126760563	561	5	5
Sample1b5SS1	56.27723	1075.80412371	676	5	5
Sample1b5SS2	50.89604	947.117647059	578	5	5
Sample1BEas	53.32289	968.682926829	583	5	5
Sample1BRem	55.22049	977.75	601	5	5
Sample1BSea	58.58265	1234.24137931	673	5	5
Sample1BTea	51.88206	1051.20689655	615	5	5
Sample1BXXX	50.34483	857.318181818	512	5	5
Sample1BYes	60.54236	1129.35643564	649	5	5
Sample1BZeb	55.57809	950.896907216	593	5	5
Sample1CSea	55.90249	1128.34210526	629	5	5
Sample1CZeb	52.33688	907.739130435	596	5	5
Sample1EOne	51.34866	932.75	574	5	5
Sample2a10EJP	53.4166	878.121212121	586	5	10
Sample2a10LJP	58.25787	1111	626	5	10
Sample2a10SS1	63.57902	1220.12359551	675	5	10
Sample2a10SS2	56.37685	1052.89534884	618	5	10
Sample2a10WPM	51.79241	1028.28571429	562	5	10
Sample2a20LJP	69.80081	1219.03333333	659	5	20
Sample2a30LJP	61.98388	793.674418605	511	5	30
Sample2a5EJP	45.51668	986.833333333	482	5	5
Sample2a5LJP	58.9751	1078	670	5	5
Sample2a5SS1	55.48622	1071.9	641	5	5
Sample2a5SS2	50.29367	856.01010101	583	5	5
Sample2a5WPM	48.30347	772.523255814	527	5	5
Sample2ARem	60.40956	1075.92134831	618	5	10
Sample2ASea	58.36098	956.819148936	615	5	10
Sample2ATea	55.3215	922.75	599	5	10
Sample2AWes1	51.0323	847.95	573	5	10
Sample2AWes2	58.5732	1135.2625	640	5	10
Sample2AXXX	56.38634	993.833333333	565	5	10
Sample2AYes	57.6703	1030.47368421	631	5	10
Sample2b10EJP	53.03113	1045.64935065	581	5	10
Sample2b10LJP	65.84601	1049.13513514	669	5	10
Sample2b10SS1	60.10175	1035.16483516	642	5	10
Sample2b10SS2	50.06213	856.129411765	549	5	10
Sample2b20LJP	67.54162	1098.80412371	624	5	20
Sample2b5LJP	52.73965	1083.82894737	606	5	5
Sample2b5SS1	53.05395	1105.11842105	613	5	5
Sample2b5SS2	49.33886	927.194805195	564	5	5
Sample2b5WPM	50.52809	1009.63013699	559	5	5
Sample2BEas	53.828	967	592	5	10
Sample2BOne	59.06249	993.247058824	591	5	10
Sample2BRem	54.23397	964.666666667	563	5	10
Sample2BTea	62.22206	1139.57692308	628	5	10
Sample2BXXX	60.55984	1172.89655172	633	5	10
Sample2BZeb	58.27549	987.666666667	625	5	10
Sample2c5EJP	53.6335	967.194174757	612	5	5
Sample2CEas	62.1002	1180.33333333	662	5	10
Sample2CSea	64.86686	1122.01010101	672	5	10
Sample2CWes1	50.74002	861.875	560	5	10
Sample2CWes2	48.77615	969.641791045	538	5	10
Sample2CYes	60.3636	1045.01098901	631	5	10
Sample2CZeb	62.43668	1050.10752688	645	5	10
Sample2EOne	51.35188	888.012987013	546	5	10
Sample3a10SS1	61.99366	1247.60550459	722	5	10
Sample3a10WPM	45.58993	726.240963855	496	5	10
Sample3a5SS1	52.36065	984.674418605	581	5	5
Sample3a5WPM	46.83544	891.12987013	531	5	5
Sample3AOne	71.8915	1049.40952381	642	5	20
Sample3ARem	62.14999	954.413793103	588	5	20
Sample3ATea	63.44928	981.672897196	627	5	20
Sample3AWes	65.52112	1151.78	679	5	20
Sample3AYes	70.75803	1132.19266055	661	5	20
Sample3AZeb	62.42748	1019.88157895	570	5	20
Sample3b10WPM	53.2449	1083.57692308	572	5	10
Sample3b5SS2	57.58581	980.495145631	646	5	5
Sample3b5WPM	49.88438	890.154761905	543	5	5
Sample3BEas	65.06864	1119.25	635	5	20
Sample3BOne	64.08183	1079.61111111	614	5	20
Sample3BRem	71.00308	1239.13402062	693	5	20
Sample3BSea	61.49728	1027.25	590	5	20
Sample3BTea	70.6161	1094.67924528	680	5	20
Sample3BWes	61.07863	1076.71910112	622	5	20
Sample3BXXX	60.75454	933.5	566	5	20
Sample3CSea	64.61839	868.919191919	567	5	20
Sample3CXXX	66.33136	1084.90804598	623	5	20
Sample3CYes	74.85176	1276.04098361	761	5	20
Sample3CZeb	68.85585	1077	647	5	20
Sample4a10WPM	50.07835	891.578947368	539	5	10
Sample4a5WPM	49.82471	887.6	553	5	5
Sample4AEas	76.80631	1249.50458716	727	5	30
Sample4ARem	68.99598	1062.60416667	644	5	30
Sample4ASea	60.12223	983.06741573	572	5	30
Sample4ATea	63.28337	921.87826087	620	5	30
Sample4AWes	72.91716	1100.32110092	675	5	30
Sample4AYes	71.59145	1028.6779661	676	5	30
Sample4AZeb	68.39342	1120.95	642	5	30
Sample4BEas	73.96787	1174.14018692	709	5	30
Sample4BRem	62.81792	976.5	591	5	30
Sample4BSea	58.98511	786.014492754	471	5	30
Sample4BTea	66.32619	991.557692308	624	5	30
Sample4BXXX	63.60873	875.445783133	547	5	30
Sample4BYes	72.05416	1059.5106383	632	5	30
Sample4CEas	70.19033	1080.86	656	5	30
Sample4CWes	63.30891	890.074074074	536	5	30
Sample4CXXX	70.51615	1031.2	621	5	30
Sample4CZeb	63.75217	1066.27906977	599	5	30
Sample4DEas	73.56556	1124.80412371	650	5	30
Sample4DOne	65.7898	1080.79545455	598	5	30
Sample4EOne	64.58752	934.333333333	581	5	30
Sample5a10WPM	56.1841	855.782608696	562	5	10
Sample5a5WPM	49.97642	1015.06024096	584	5	5
Sample5ARem	66.74523	894.628865979	589	5	40
Sample5ASea	67.91121	891.278846154	592	5	40
Sample5ATea	65.90301	930.176470588	564	5	40
Sample5AXXX	66.54819	957.61627907	584	5	40
Sample5AZeb	68.30248	957.61627907	584	5	40
Sample5b5WPM	57.83506	1130.53846154	654	5	5
Sample5BRem	69.16471	1007.03030303	632	5	40
Sample5BSea	74.47489	994.776785714	651	5	40
Sample5BTea	62.35831	926.012987013	541	5	40
Sample5BXXX	64.58859	873.802197802	556	5	40
Sample5BYes	65.52491	1047.36986301	579	5	40
Sample5CYes	69.85133	991.907563025	673	5	40
Sample5CZeb	68.454	1078.92592593	607	5	40
Sample6ARem	64.30673	990.828947368	578	5	50
Sample6ASea	61.62825	846.193181818	523	5	50
Sample6ATea	70.09071	990.068965517	609	5	50
Sample6BRem	71.69892	1021.56122449	651	5	50
Sample6BSea	59.47744	920.059701493	527	5	50
Sample6BTea	69.7376	946.639175258	618	5	50
SampleFiEas	72.95697	1167.41	676	5	40
SampleFiiEas	69.89407	1179.03	675	5	40
SampleFiiiRem	52.18222	503.774647887	382	5	60
SampleFiiiYes	64.78678	835.71875	559	5	50
SampleFiiOne	66.18686	999.387096774	606	5	40
SampleFiiWes	72.93697	1266.82142857	737	5	40
SampleFiOne	63.20233	1153.30882353	583	5	40
SampleFivSea	61.48744	784.223880597	466	5	60
SampleFivTea	48.7032	610.779661017	387	5	60
SampleFiWes	65.10898	888.817204301	583	5	40
SampleFiXXX	65.80925	1053.78571429	602	5	50
SampleFiYes	62.21299	817.012345679	533	5	50
SampleFiZeb	68.12558	885.247058824	570	5	50
SampleFviiiXXX	63.15107	852.9	550	5	50
SampleFviiSea	54.17943	635.46875	403	5	60
SampleFviZeb	65.80028	908.5	559	5	50
SampleFvRem	55.70115	578.915492958	402	5	60
SampleFvTea	48.66104	560.018518519	364	5	60
Samplep1bEJP	66.99513	1116.19318182	640	5	20
Samplep2aEJP	65.48498	1175.67741935	664	5	20
Samplep3cEJP	60.84747	1021.66666667	600	5	20
Sample1a10EJP	52.36924	952.358695652	592	6	10
Sample1a10LJP	59.89079	1032.61363636	623	6	10
Sample1a10SS2	50.66888	873.873684211	577	6	10
Sample1a20LJP	66.96443	1086.64130435	628	6	20
Sample1a30LJP	65.3349	946.118811881	605	6	30
Sample1a5EJP	52.63522	863.453608247	580	6	5
Sample1a5LJP	55.71595	904.247524752	601	6	5
Sample1a5SS1	50.15843	998.346153846	570	6	5
Sample1a5SS2	48.07842	918.529411765	564	6	5
Sample1AOne	61.52608	1219.82978723	687	6	5
Sample1ARem	49.67931	828	549	6	5
Sample1ASea	53.06945	1008.08695652	557	6	5
Sample1ATea	54.51328	1116.61111111	651	6	5
Sample1AWes	57.89751	1069.52808989	618	6	5
Sample1AXXX	52.43954	995.118421053	569	6	5
Sample1AYes	51.59265	900.631578947	545	6	5
Sample1b10EJP	56.87124	1028.78481013	586	6	10
Sample1b10SS1	53.46802	910.528089888	558	6	10
Sample1b10SS2	51.85996	981.795180723	573	6	10
Sample1b20LJP	57.2136	849.814814815	519	6	20
Sample1b5EJP	57.07454	1036.75862069	591	6	5
Sample1b5LJP	53.8228	993.608108108	573	6	5
Sample1b5SS1	56.29558	1014.23931624	678	6	5
Sample1b5SS2	54.15936	1000.74418605	594	6	5
Sample1BEas	56.76464	1065.22891566	608	6	5
Sample1BRem	54.06591	913.913043478	581	6	5
Sample1BSea	57.96427	1209.62921348	668	6	5
Sample1BTea	52.05536	987.539473684	578	6	5
Sample1BXXX	51.40935	811.043478261	508	6	5
Sample1BYes	60.60629	1067.86	643	6	5
Sample1BZeb	53.7907	950.885416667	592	6	5
Sample1CSea	54.85357	1007.61052632	631	6	5
Sample1CZeb	51.99824	899.247524752	596	6	5
Sample1EOne	49.82739	1003.03846154	578	6	5
Sample2a10EJP	52.15869	998.692307692	590	6	10
Sample2a10LJP	59.84898	1095.29473684	645	6	10
Sample2a10SS1	58.38331	1102.71	672	6	10
Sample2a10SS2	54.86348	1042.34615385	604	6	10
Sample2a10WPM	49.94301	923.386363636	564	6	10
Sample2a20LJP	65.8409	1164.6875	669	6	20
Sample2a30LJP	60.17491	899.04	523	6	30
Sample2a5EJP	48.73365	827.963414634	504	6	5
Sample2a5LJP	56.33852	1063.06603774	665	6	5
Sample2a5SS1	53.82528	964.0625	632	6	5
Sample2a5SS2	52.11297	917.359550562	576	6	5
Sample2a5WPM	48.04189	992.590163934	538	6	5
Sample2ARem	60.72482	1023.52941176	612	6	10
Sample2ASea	58.93459	1096.2173913	647	6	10
Sample2ATea	54.96512	998.244897959	611	6	10
Sample2AWes1	54.50912	906	558	6	10
Sample2AWes2	59.82964	1058.89655172	629	6	10
Sample2AXXX	53.05813	918.678571429	557	6	10
Sample2AYes	60.87271	1106.75609756	627	6	10
Sample2b10EJP	55.439	956.153846154	589	6	10
Sample2b10LJP	60.48745	1124.03448276	649	6	10
Sample2b10SS1	59.17521	1205.25	668	6	10
Sample2b10SS2	54.22625	845.639534884	550	6	10
Sample2b20LJP	65.81814	1062.91666667	628	6	20
Sample2b5LJP	55.29041	996.8	595	6	5
Sample2b5SS1	52.26611	833.857142857	579	6	5
Sample2b5SS2	51.62101	841.585714286	537	6	5
Sample2b5WPM	52.23354	960.22972973	553	6	5
Sample2BEas	58.27874	1007.01123596	602	6	10
Sample2BOne	65.08683	1213.5	634	6	10
Sample2BRem	52.18544	814.946808511	561	6	10
Sample2BTea	59.65077	1098.08791209	628	6	10
Sample2BXXX	59.86436	1075	610	6	10
Sample2BZeb	56.74794	934.048543689	627	6	10
Sample2c5EJP	58.64865	998.858490566	633	6	5
Sample2CEas	58.94399	1167.49462366	669	6	10
Sample2CSea	67.29927	1125.49056604	691	6	10
Sample2CWes1	50.65533	874.507042254	529	6	10
Sample2CWes2	48.15858	782.182926829	512	6	10
Sample2CYes	61.34566	1164.21212121	671	6	10
Sample2CZeb	64.28927	1130.51	676	6	10
Sample2EOne	55.16312	1054.84615385	576	6	10
Sample3a10SS1	59.82382	1129.2038835	685	6	10
Sample3a10WPM	48.57511	917.142857143	521	6	10
Sample3a5SS1	52.97518	986.26	604	6	5
Sample3a5WPM	49.62796	964.541666667	546	6	5
Sample3AOne	65.06462	1049.10309278	626	6	20
Sample3ARem	62.06967	940.512195122	576	6	20
Sample3ATea	57.80714	1048.6835443	589	6	20
Sample3AWes	69.92155	1243.27102804	711	6	20
Sample3AYes	68.35768	1240.63636364	657	6	20
Sample3AZeb	60.30264	913.368421053	536	6	20
